chunk_id,text,token_count,start_token_index,end_token_index
32,"² kadar bir bölgenin sürekli gölgede kaldığını göstermektedir. Clementine görevinin bistatik radar deneyi küçük donmuş su ceplerine işaret eder ve Lunar Prospector görevinden gelen bilgiler kutup bölgeleri yakınlarında regolitin üst bölümlerinde aşırı derecede yüksek hidrojen konsantrasyonlarını gösterir. Toplam su buzu miktarının bir kilometre küp olduğu tahmin edilmektedir.  Su buzu kazılarak toplanabilir ve nükleer jeneratörler ya da güneş panelleriyle donatılmış elektrik santralleri tarafından hidrojen ve oksijene ayrılabilir. Ay üzerinde kullanılabilecek miktarda su bulunması, Ay'ı yaşanılabilir kılmak için önemlidir çünkü Dünya'dan su taşımak mümkün olamayacak kadar pahalı olacaktır. Ancak son zamanlarda Arecibo gezegen radarı ile yapılan gözlemler, Clementine radarının su buzu bulunduğuna dair işaret ettiği bilgilerin aslında görece yeni",300,7680,7980
33," pahalı olacaktır. Ancak son zamanlarda Arecibo gezegen radarı ile yapılan gözlemler, Clementine radarının su buzu bulunduğuna dair işaret ettiği bilgilerin aslında görece yeni kraterlerin oluşumunda fırlayan kayaların sonucu olabileceğini göstermiştir. Ay üzerinde ne kadar su bulunduğu sorusunun cevabı henüz bilinmemektedir. Fiziksel özellikler Ay'ın şekli, gelgit gerilmesi nedeniyle hafif elipsoittir. Çarpma havzalarından kaynaklı kütleçekim anomalileriden dolayı, bu elipsoit şeklin uzun ekseni Dünya'ya göre 30° kaymıştır. Şekli, mevcut çekim kuvvetleri hesaba katıldığında daha uzundur. Bu 'fosil şişkinlik', Ay'ın Dünya'ya olan mevcut mesafesinin yarısındaki bir yörüngede dönerken katılaştığını ve artık şeklinin yörüngesine uyum sağlayamayacak kadar soğumuş olduğunu gösterir.",300,7920,8220
34,"ya olan mevcut mesafesinin yarısındaki bir yörüngede dönerken katılaştığını ve artık şeklinin yörüngesine uyum sağlayamayacak kadar soğumuş olduğunu gösterir. Ay, büyüklük ve kütle bakımından Güneş Sistemi'nin beşinci en büyük doğal uydusudur ve gezegen kütleli uydulardan biri olarak kategorize edilebilir. Bu durum Ay'ı, jeofiziksel tanımlara göre bir uydu gezegen yapar. Merkür'den daha küçük ve Güneş Sistemi'nin en büyük cüce gezegeni olan Plüton'dan daha büyüktür. Plüton-Charon sistemi’nin küçük-gezegen uydusu olan Charon, Plüton'a göre daha büyük olsa da, Ay, ana gezegenlerine görece olarak Güneş Sistemi'nin en büyük doğal uydusudur. Ay'ın çapı yaklaşık 3.500 km olup, Dünya'nın dörtte birinden fazladır ve Ay'ın yüzü Avustralya'nın büyüklüğü ile k",300,8160,8460
35," doğal uydusudur. Ay'ın çapı yaklaşık 3.500 km olup, Dünya'nın dörtte birinden fazladır ve Ay'ın yüzü Avustralya'nın büyüklüğü ile kıyaslanabilir.Ay'ın tüm yüzey alanı yaklaşık 38 milyon kilometre karedir ve Amerika kıtasının (Kuzey ve Güney Amerika) alanından biraz daha azdır. Ay'ın kütlesi Dünya'nın 1/81'idir.Gezegen uyduları arasında ikinci en yoğun olanıdır ve 0,1654 g ile Io'dan sonra ikinci en yüksek yüzey kütle çekimine ve 2,38 km/s'lik (8600 km/sa; 5300 mph) bir kurtulma hızına sahiptir. Ay, kabuk, manto ve çekirdek gibi jeokimyasal olarak ayrımlanabilen katmanlardan oluşur. Bu yapının yaklaşık 4,5 milyar yıl önce, Ay'ın oluşumundan hemen sonra magma okyanusunun kademeli olarak kristalleşmesiyle meydana geldiğ",300,8400,8700
36,"manlardan oluşur. Bu yapının yaklaşık 4,5 milyar yıl önce, Ay'ın oluşumundan hemen sonra magma okyanusunun kademeli olarak kristalleşmesiyle meydana geldiğine inanılmaktadır. Ay'ın dış yüzeyini eritmek için gerekli olan enerjinin Dünya ve Ay sistemini oluşturduğu öne sürülen dev çarpma ile elde edildiği düşünülmektedir. Bu magma okyanusunun kristalleşmesi sonucu mafik manto ve plajiyoklâz zengini kabuk ortaya çıkmış olabilir.  Yörüngeden yapılan jeokimyasal haritalama ay kabuğunun magma okyanusu varsayımı ile uyumlu bir şekilde oldukça anortositik bir yapıda olduğunu gösterir. Aykabuğu başlıca oksijen, silikon, magnezyum, demir, kalsiyum ve alüminyum elementlerinden oluşmuştur. Jeofiziksel tekniklere dayanılarak ay kabuğunun kalınlığının ortalama 50 km civar",300,8640,8940
37,", magnezyum, demir, kalsiyum ve alüminyum elementlerinden oluşmuştur. Jeofiziksel tekniklere dayanılarak ay kabuğunun kalınlığının ortalama 50 km civarında olduğu tahmin edilmektedir. Ay'ın mantosunda oluşan kısmi erime Ay denizlerinde bulunan bazaltların yüzeye püskürmesine neden oldu. Bu bazaltların analizi mantonun olivin, ortopiroksen ve klinopiroksen minerallerinden oluştuğunu ve Ay mantosunun Dünya mantosundan demir açısından daha zengin olduğunu gösterir. Bazı Ay bazaltlarında ilmenit minerali içinde karşılaşılan yüksek oranda titanyum içeriği mantonun bileşiminin oldukça yüksek oranda heterojen olduğunu gösterir. Ay yüzeyinden yaklaşık 1.000 km derinde, mantoda Ay sarsıntıları olduğu bulunmuştur. Aylık periyotlarla oluşan bu sarsıntılar Ay'ın Dünya çevresinde dış merkezli yörüngede dönmesi n",300,8880,9180
38,"oda Ay sarsıntıları olduğu bulunmuştur. Aylık periyotlarla oluşan bu sarsıntılar Ay'ın Dünya çevresinde dış merkezli yörüngede dönmesi nedeniyle oluşan gelgit streslerine bağlanmıştır. Ay 3.346,4 kg/m³'lik ortalama yoğunluğuyla, Güneş Sistemi'nin İo'dan sonra ikinci yoğun doğal uydusudur. Ancak bazı kanıtlar Ay çekirdeğinin yaklaşık 350 km'lik yarıçapıyla oldukça küçük olduğuna işaret eder.[1] Bu büyüklük Ay'ın yalnızca %20'sine denk gelir, halbuki birçok gökcisminde çekirdeğin oranı %50 civarındadır. Ay çekirdeğinin bileşimi tam olarak saptanamamıştır, ama az bir miktarda kükürt ve nikel alaşımlı metalik demirden oluştuğu sanılmaktadır. Ay'ın zamanla değişkenlik gösteren dönüşünün",300,9120,9420
39,"amamıştır, ama az bir miktarda kükürt ve nikel alaşımlı metalik demirden oluştuğu sanılmaktadır. Ay'ın zamanla değişkenlik gösteren dönüşünün analizi çekirdeğin en azından kısmen erimiş olduğunu gösterir. Ay'ın topoğrafyası özellikle yakın zamanda yapılan Clementine görevinin sağladığı, lazer altimetri ve stereo görüntü analizi yöntemleriyle elde edilen data sayesinde ölçülmüştür. En çok görünen topoğrafik özellik öteki yüzde bulunan ve Ay'ın en alçak noktalarını barındıran Güney Kutbu - Aitken düzlüğüdür. En yüksek noktalar bu düzlüğün hemen kuzeydoğusunda bulunur. Buranın Güney Kutbu - Aitken düzlüğünün oluşumuna neden olan gökcismi çarpması sonucunda yer değiştirmiş kalın katmanlar nedeniyle oluştuğu önerilmiştir. Diğer büyük kraterler Mare Imbrium, Mare Seren",300,9360,9660
40,"ün oluşumuna neden olan gökcismi çarpması sonucunda yer değiştirmiş kalın katmanlar nedeniyle oluştuğu önerilmiştir. Diğer büyük kraterler Mare Imbrium, Mare Serenitatis, Mare Crisium, Mare Smythii ve Mare Orientale 'de de oldukça alçak noktalar ve çevrelerinde yüksek noktalar bulunur. Ay şeklinin dikkat çekici bir noktası da ortalama yüksekliklerin öteki yüzde, görünen yüze göre 1,9 km daha yüksek olmasıdır. Kütleçekim alanı Ay'ın kütleçekim alanı, yörüngedeki uzay araçlarının yaydığı radyo dalgalarının izlenmesi sonucu belirlenmiştir. Kullanılan prensip Doppler Etkisi'ne bağlıdır. Uzay aracının bakış açısı yönündeki ivmesi radyo dalgalarının yönünü azar azar değiştirerek ve uzay aracından Dünya üzerindeki sabit bir noktaya olan uzaklığı kullanarak belirlenir. Ancak Ay",300,9600,9900
41,"ısı yönündeki ivmesi radyo dalgalarının yönünü azar azar değiştirerek ve uzay aracından Dünya üzerindeki sabit bir noktaya olan uzaklığı kullanarak belirlenir. Ancak Ay'ın eş zamanlı dönmesi nedeniyle, uzay aracı öte taraftayken izlenemediğinden ötürü, öteki tarafın kütleçekimi alanı çok iyi belirlenememiştir. Ay'ın kütleçekim alanının en önemli özelliklerinden birisi dev krater düzlükleri ile bağlantılı olan geniş pozitif kütleçekimsel anomalilerin varlığıdır. Bu anomaliler uzay araçlarının yörüngesini önemli ölçüde etkiler bu nedenle insanlı ya da insansız uçuşların planlanmasında Ay'ın doğru kütleçekimsel modeli gereklidir. Kütleçekimsel yoğunluğun olduğu bölgelerin nedeni kısmen, krater düzlüklerini dolduran yoğun bazaltı oluşturan lava akışının varlığına bağlıdır. Anc",300,9840,10140
42,"tleçekimsel yoğunluğun olduğu bölgelerin nedeni kısmen, krater düzlüklerini dolduran yoğun bazaltı oluşturan lava akışının varlığına bağlıdır. Ancak bu lava akışları tek başına kütleçekimsel izin tamamını açıklayamaz, aykabuğu ile manto arasındaki etkileşime de gerek vardır. Lunar Prospector 'un kütleçekimsel modellemeleri bazaltik volkanların etkisi nedeniyle oluşmadığı sanılan bazı kütleçekimsel yoğunlukların varlığını gösterir. Oceanus Procellarumda devasa volkan kaynaklı bazaltlar bulunmasına rağmen kütleçekimsel anomali gözlemlenmemektedir. Manyetik alanı Ay'ın dış manyetik alanı bir ile yüz nanotesla arasındadır yani 30-60 mikrotesla büyüklüğündeki Dünya'nın manyetik alanından yüz kat daha küçüktür. Diğer önemli farklılıklar çekirdeğindeki jeodinamo tarafından ü",300,10080,10380
43,"30-60 mikrotesla büyüklüğündeki Dünya'nın manyetik alanından yüz kat daha küçüktür. Diğer önemli farklılıklar çekirdeğindeki jeodinamo tarafından üretilmiş bir dipolar manyetik alanı yoktur ve var olan manyetik alanların kaynağı tamamen aykabuğudur. Bir varsayıma göre aykabuğundaki manyetikleşmelerin Ay daha gençken ve çekirdeğinde bir jeodinamo bulunurken oluştuğudur. Ancak Ay çekirdeğinin küçüklüğü bu varsayımın doğruluğu karşısında bir engel oluşturmaktadır. Alternatif varsayımlar arasında, Ay gibi havası olmayan gökcisimlerinde süreksiz manyetik alanlar büyük gök cisimlerinin çarpması bulunur. Bu varsayımı destekleyecek şekilde en geniş aykabuğu manyetikleşmelerinin dev kraterlerin tam karşısında Ay yüzeyinde gerçekleştiğinin farkına varılmasıdır. Böyle bir",300,10320,10620
44," destekleyecek şekilde en geniş aykabuğu manyetikleşmelerinin dev kraterlerin tam karşısında Ay yüzeyinde gerçekleştiğinin farkına varılmasıdır. Böyle bir fenomenin çarpışma sonucu oluşan plazma bulutunun ortamda bir manyetik alan bulunurken serbest olarak yayılmasından kaynaklanabileceği önerilmiştir. Ay'ın atmosferi Ay'ın toplam kütlesi 10 tondan az olan, neredeyse vakum sayılabilecek kadar ince bir atmosferi vardır. Bu küçük kütleli atmosferin yüzeydeki basıncı 3 × 10−15 atm (0,3 nPa) civarındadır ve Ay günü içerisinde değişiklik gösterir. Atmosferinin kaynaklarından biri aykabuğunda ve mantoda oluşan radyoaktivite sonucu ortaya çıkan radon gibi gazların salınımıdır. Diğer önemli bir kaynak ise mikrogöktaşları, güneş rüzgârı iyonları, elektronlar ve günışığının bombardımanı",300,10560,10860
45,"ucu ortaya çıkan radon gibi gazların salınımıdır. Diğer önemli bir kaynak ise mikrogöktaşları, güneş rüzgârı iyonları, elektronlar ve günışığının bombardımanı sonucu oluşan püskürtüm süreciyle gerçekleşir. Püskürtüm yoluyla salınan gazlar ya tekrar regolit içinde hapsolur ya da güneş radyasyon basıncı veya iyonize olmuşlarsa güneş rüzgârının manyetik alanı nedeniyle uzaya kaçar. Dünya üzerinden yapılan spektroskopik yöntemlerle sodyum (Na) ve potasyum (K) gibi elementlerin varlığı tespit edilmiştir. Radon-222 (222Rn) ve polonyum-210 (210Po) gibi elementler ise Lunar Prospector'un alfa parçacık spektrometresi ile tespit edilmiştir.[45] Argon–40 (40Ar), helyum-4 (4He), oksijen (O2) ve/veya metan (CH4), nitrojen (N2) ve/veya karbon mon",300,10800,11100
46,"i ile tespit edilmiştir.[45] Argon–40 (40Ar), helyum-4 (4He), oksijen (O2) ve/veya metan (CH4), nitrojen (N2) ve/veya karbon monoksit (CO) ve karbon dioksit (CO2) Apollo astronotları tarafından yerleştirilen detektörler tarafından tespit edilmiştir. Toz Ay'ın etrafında kuyruklu yıldızlardan gelen küçük parçacıklardan oluşan kalıcı bir asimetrik Ay tozu bulutu vardır. Tahminlere göre her 24 saatte 5 ton kuyruklu yıldız parçacığı Ay yüzeyine düşmektedir. Ay'ın yüzeyine çarpan parçacıklar, Ay yüzeyindeki Ay tozunu yukarı yönde püskürtmektedir. Püsküren toz, Ay'ın atmosferinde yaklaşık 5 dakika yükselip 5 dakika düşerek toplam 10 dakika kadar kalmaktadır. Ortalama olarak, Ayın üzerinde yüzeyin 100 kilometre yukarısına dek çı",300,11040,11340
47," yaklaşık 5 dakika yükselip 5 dakika düşerek toplam 10 dakika kadar kalmaktadır. Ortalama olarak, Ayın üzerinde yüzeyin 100 kilometre yukarısına dek çıkan irtifalarda 120 kilo kadar toz bulunur. Toz ölçümleri, altı aylık bir sürede LADEE'nin Lunar Dust Experiment (LDEX) tarafından yüzeye 20 ila 100 kilometre yukarıda yapılmıştır. LDEX, her dakikada ortalama bir adet 0,3 mikrometre boyutunda Ay tozu partikülü tespit etmiştir. Deneylerde ölçülen toz parçacıkları, Dünya ve Ay'ın kuyruklu yıldız enkazlarından geçtiği İkizler, Quadrantid, Kuzey Taurid ve Omicron Centaurid meteor yağmurları esnasında en yüksek seviyeye çıkmıştır. Toz bulutu asimetrik dağılımdadır, Ay'ın gün ışığı alan ve almayan kısımları arasındaki aydınlanma çemberinin yakınında daha",300,11280,11580
48,"üksek seviyeye çıkmıştır. Toz bulutu asimetrik dağılımdadır, Ay'ın gün ışığı alan ve almayan kısımları arasındaki aydınlanma çemberinin yakınında daha yoğundur. Geçmişteki kalın atmosfer Ekim 2017'de, Houston'daki Marshall Uzay Uçuş Merkezi ve Ay ve Gezegen Enstitüsü'ndeki (İngilizce: Lunar and Planetary Institute) NASA biliminsanları, Apollo Projesi tarafından toplanan Ay magma örneklerinin çalışmalarına dayanarak, Ay'ın 3 ile 4 milyar yıl önce 70 milyon yıllık bir dönem boyunca nispeten kalın bir atmosfere sahip olduğunu tespit eden bulgular açıkladılar. Ay'daki volkanik püskürmelerinden çıkan gazlardan kaynaklanan bu atmosfer, bugünkü Mars atmosferinden iki kat daha kalındı. Eski Ay atmosferi daha sonra güneş rüzgarları ile uzaya dağıldı. Yüzey sıcaklığı Ay günü boyunca yüzey sıcaklı",300,11520,11820
49,", bugünkü Mars atmosferinden iki kat daha kalındı. Eski Ay atmosferi daha sonra güneş rüzgarları ile uzaya dağıldı. Yüzey sıcaklığı Ay günü boyunca yüzey sıcaklığı ortalama 107 °C, Ay gecesi boyunca da ortalama -153 °C civarındadır. Kökeni ve jeolojik evrimi Oluşumu Ay'ın oluşumunu açıklayan çeşitli varsayımlar önerilmiştir. Ay'ın Güneş Sistemi'nin oluşumundan 30-50 milyon yıl sonra, günümüzden 4,527 ± 0,010 milyar yıl önce oluştuğuna inanılmaktadır. Bölünme kuramı - Ay'ın oluşumu hakkında ilk düşünceler Ay'ın merkezkaç kuvvetler nedeniyle yerkabuğundan koparak ayrıldığı ve gerisinde Büyük Okyanus çukurunu bıraktığını önermiştir.Bu bölünme kavramı Dünya'nın başlangıç dönüşünün çok büyük olmasını gerekt",300,11760,12060
50," ayrıldığı ve gerisinde Büyük Okyanus çukurunu bıraktığını önermiştir.Bu bölünme kavramı Dünya'nın başlangıç dönüşünün çok büyük olmasını gerektirir. Ayrıca bu bölünme sonucu oluşan yörünge Dünya'nın ekvator düzlemini izlemek durumunda olacaktı ama böyle değildir. Yakalama kuramı - Diğerleri Ay'ın başka bir yerde oluştuğunu ve Dünya'nın yörüngesine yakalanarak girdiğini düşünmüşlerdir.Ancak bu yakalamanın gerçekleşebilmesi için gerekli olan koşulların, örneğin enerjiyi sönümleyebilmek için Dünya'nın geniş bir atmosferinin olması gibi, oluşması mümkün değildi. Birlikte oluşum kuramı - Birlikte oluşum varsayımı Dünya ile Ay'ın gezegen öncesi buluttan aynı zamanda ve yerde birlikte oluştuklarını önerir. Bu varsayımı göre Ay, Dünya'nın",300,12000,12300
51," Birlikte oluşum varsayımı Dünya ile Ay'ın gezegen öncesi buluttan aynı zamanda ve yerde birlikte oluştuklarını önerir. Bu varsayımı göre Ay, Dünya'nın oluştuğu maddelerin çevresindeki maddelerden oluştuğu düşünülür. Bazıları bu varsayımın Ay üzerinde metalik demirin azlığını açıklayamadığı için doğru olmadığını belirtmiştir. Bu varsayımların önemli bir açığı Dünya ve Ay sisteminin yüksek açısal momentumunu kolayca açıklayamamalarıdır. Dev çarpma kuramı - Günümüzde, Dünya ve Ay sisteminin oluşumunu dev çarpma kuramının açıkladığı bilim çevrelerince geniş kabul görmüştür. Bu varsayıma göre Dünya'nın oluşumundan önce, Mars büyüklüğünde bir gökcisminin çarparak Dünya yörüngesine Ay'ı oluşturacak kadar yeterli miktarda madde saçmış olmasıdır.Gezegenlerin",300,12240,12540
52," önce, Mars büyüklüğünde bir gökcisminin çarparak Dünya yörüngesine Ay'ı oluşturacak kadar yeterli miktarda madde saçmış olmasıdır.Gezegenlerin, küçük ya da büyük parçaların birikmesi sonucu oluştuğuna inanıldığı için bunun gibi dev çarpma olaylarının birçok gezegeni etkilediğine inanılmaktadır. Bu çarpmayı simüle eden bilgisayar modelleri hem Dünya ve Ay sisteminin yüksek açısal momentumu ve Ay çekirdeğinin küçüklüğünü açıklayabilmektedir.[55] Bu kuram ile ilgili cevabı bulunmamış sorular arasında Dünya öncesi kütle ile buna çarpan gökcisminin göreceli boyutları ile bunlardan çıkan maddenin ne kadarının Ay'ı oluşturduğudur. Ay magma okyanusu Hem dev çarpma olayı sırasında hem de bunu izleyen Dünya'nın yörüngesinde maddenin birikmesinde çok büyük mik",300,12480,12780
53," kadarının Ay'ı oluşturduğudur. Ay magma okyanusu Hem dev çarpma olayı sırasında hem de bunu izleyen Dünya'nın yörüngesinde maddenin birikmesinde çok büyük miktarlarda enerji salındığı için Ay'ın önemli bir kısmının başlangıçta erimiş olduğu düşüncesi yaygındır. Ay'ın o sırada erimiş dış yüzeyine Ay magma okyanusu adı verilir ve derinliğinin 500 km ile Ay'ın yarıçapı arasında değiştiği tahmin edilmektedir. Magma okyanusu soğudukça kısmen kristalleşti ve katmanlara ayrılarak jeokimyasal olarak ayrı olan aykabuğu ve manto oluştu. Manto olivin, klinopiroksen ve ortopiroksen minerallerinin çökelmesi sonucu meydana geldiği düşünülmektedir. Magma okyanusunun dörtte üçünün kristalleşmesi tamamlandıktan sonra düşük yoğunluğu nedeniyle anortit minerali çökel",300,12720,13020
54,"ana geldiği düşünülmektedir. Magma okyanusunun dörtte üçünün kristalleşmesi tamamlandıktan sonra düşük yoğunluğu nedeniyle anortit minerali çökelmiş ve yüzeye çıkıp aykabuğunu oluşturmuştur. Magma okyanusunun kristalleşen son sıvı bölümü Ay kabuğu ile manto arasında sıkışmıştır ve ısı üreten, birbiriyle uyumsuz elementleri kapsar. Bu jeokimyasal bileşiğe potasyum (K), soy toprak elementleri (İngilizce: rare earth elements - REE) ve fosfor (P) simgelerinden oluşan kısaltma KREEP adı verilir ve görünen yüzde Oceanus Procellarum ile Mare Imbrium'un çoğunu kapsayan küçük jeolojik bölgede toplanmış gözükmektedir. Jeolojik evrimi Ay'ın magma okyanusu sonrası jeolojik evrimi gökcisimlerinin çarpması ile oluşmuştur. Ay'ın jeolojik d",300,12960,13260
55,"planmış gözükmektedir. Jeolojik evrimi Ay'ın magma okyanusu sonrası jeolojik evrimi gökcisimlerinin çarpması ile oluşmuştur. Ay'ın jeolojik dönemleri Nectaris, Imbrium, Orientale gibi büyük kraterlerin oluşumuna neden olan çarpma olaylarına göre ayrılmıştır. Çarpma sonucu oluşan bu yapılar yukarı fırlayan maddenin oluşturduğu çoklu halkaları ile gözlemlenir. Bu halkaların çapı genellikle yüzlerce kilometreden binlerce kilometreye kadar uzanır. Her çoklu halka düzlüğünde bölgesel stratigrafik ufku oluşturan püskürtü katmanları ile bağlantılıdır. Yalnızca birkaç çoklu halka düzlüğü kesin olarak tarihlendirildiyse de stratigrafik katmanlar sayesinde göreceli yaşların tespitinde faydalıdır. Sürekli olarak gökcisimlerinin çarpması sonucunda regolit oluşur. ",300,13200,13500
56," olarak tarihlendirildiyse de stratigrafik katmanlar sayesinde göreceli yaşların tespitinde faydalıdır. Sürekli olarak gökcisimlerinin çarpması sonucunda regolit oluşur.  Ay yüzeyinin oluşumunu etkileyen diğer önemli bir jeolojik süreçi ay denizlerinin oluşumunun temelindeki volkanik etkinliktir. Procellarum KREEP katmanında ısı üreten elementlerin toplanması sonucunda altında kalan mantonun ısınıp sonunda kısmen eridiği düşünülmektedir. Eriyen magmanın bir kısmı yüzeye çıkarak püskürtüldü ve Ay'ın görünen yüzünde bulunan ay denizi bazaltlarını oluşturdu. Ay'ın bu jeolojik bölgesinde bulunan bazaltların çoğu 3,0 - 3,5 milyar yıl önce Imbrian döneminde püskürtüldü. Yine de en eski tarihlenmiş örnekler 4,2 milyar yıla uzanırkenen yeni püskü",300,13440,13740
57,",5 milyar yıl önce Imbrian döneminde püskürtüldü. Yine de en eski tarihlenmiş örnekler 4,2 milyar yıla uzanırkenen yeni püskürtüler yalnızca 1,2 milyar yıl önce oluşmuştur. Ay yüzeyinin zamanla değişiklik gösterip göstermediği konusunda bazı anlaşmazlıklar bulunmaktadır. Bazı gözlemciler kraterlerin ortaya çıktığını ya da ortadan kaybolduğunu ya da diğer geçici fenomenlerin oluştuğunu iddia etti. Günümüzde bu iddiaların çoğunun yanılsama olduğu ve farklı ışık koşulları, zayıf astronomik gözlem ya da yetersiz eski çizimler nedeniyle oluştuğu düşünülmektedir. Yine de gaz çıkması gibi fenomenlerin ara sıra oluştuğu ve bunların iddia edilen geçici Ay fenomenlerine sebebiyet vermiş olabileceği bilinmektedir. Geçenlerde",300,13680,13980
58,"ir. Yine de gaz çıkması gibi fenomenlerin ara sıra oluştuğu ve bunların iddia edilen geçici Ay fenomenlerine sebebiyet vermiş olabileceği bilinmektedir. Geçenlerde, yaklaşık bir milyon yıl önce gazın serbest kalması nedeniyle kabaca 3 km çaplı bir bölgenin yüzey şeklinin değişmiş olabileceği önerilmiştir. Ay taşları Ay taşları iki ana kategoride incelenir; Ay denizlerinde ve Ay dağlarında bulunan Ay taşları. Ay dağlarında bulunan Ay taşları üç takımdan oluşur: demir anortosit takım, magnezyum takımı ve alkali takımı. Demir anortosit takımı taşlar hemen hemen tamamen anortit mineralden oluşmuştur ve Ay magma okyanusu üzerinde yüzerek toplanan plajiyoklâzdan geldiğine inanılmaktadır. Radyometrik yöntemlerle demir anortositlerin yaklaşık 4,4 milyar yıl önce oluştuğu bulunmuştur. Mag",300,13920,14220
59,"oklâzdan geldiğine inanılmaktadır. Radyometrik yöntemlerle demir anortositlerin yaklaşık 4,4 milyar yıl önce oluştuğu bulunmuştur. Magnezyum ve alkali takımı Ay taşları asıl olarak mafik plütonik kayaçlardır. Tipi olarak rastlanan kayaçlar dunit, troktolit, gabbro, alkali anortosit ve nadiren de granittir. Demir anortosit takımı Ay taşlarıyla karşılaştırıldıklarında bu takımın mafik minerallerinde görece daha yüksek Mg/Fe oranları bulunur. Genel olarak bu kayaçlar önceden olmuş dağlık alan aykabuğuna sonradan girmiştir ve yaklaşık 4,4-3,9 milyar yıl önce oluşmuşlardır. Bu Ay taşlarında yüksek oranda KREEP bileşeni bulunur. Ay denizlerinde hemen hemen yalnızca bazalt bulunur. Dünya bazaltlarına benzese de çok daha fazla demir barındırırlar ve su baz",300,14160,14460
60," yüksek oranda KREEP bileşeni bulunur. Ay denizlerinde hemen hemen yalnızca bazalt bulunur. Dünya bazaltlarına benzese de çok daha fazla demir barındırırlar ve su bazlı değişim ürünleri barındırmazlar. Ayrıca çok miktarda titanyum da içerirler. Astronotlar yüzeydeki tozun kar gibi hissedildiğini ve yanık barut koktuğunu bildirmiştir.Toz asıl olarak Ay yüzeyine çarpan göktaşları nedeniyle oluşmuş olan silikon dioksit camından (SiO2) ibarettir. Aynı zamanda kalsiyum ve magnezyum da içerir. Ay, sabit yıldızlara göre Dünya yörüngesinde her 27,3 günde bir tam tur atar. Ancak Dünya'da kendi yörüngesinde Güneş'in çevresinde döndüğü için Ay'ın evrelerinin dönüşümü için biraz daha uzun bir zaman, 29,5 gün gerekir. Diğer gezegenlerin uydularının aksine Ay Dü",300,14400,14700
61,"ş'in çevresinde döndüğü için Ay'ın evrelerinin dönüşümü için biraz daha uzun bir zaman, 29,5 gün gerekir. Diğer gezegenlerin uydularının aksine Ay Dünya'nın ekvator düzlemi üzerinde değil, tutulum düzlemi yakınlarında yörüngededir. Gezegeninin boyutlarına göre Güneş Sistemi içinde en büyük doğal uydudur. (Charon ile cüce gezegen Plüton'dan daha büyüktür.)  Dünya üzerinde görülen gelgit etkilerinin çoğu Ay'ın kütleçekim alanı nedeniyle oluşmaktadır, Güneş'in etkisi çok azdır. Gelgit etkileri nedeniyle Dünya ile Ay arasındaki ortalama uzaklık her yüzyılda 3,8 m artmaktadır. Açısal momentumun korunumu nedeniyle Ay'ın yarı büyük ekseninin artmasıyla birlikte Dünya'nın dönüşü yüzyılda 0,002 saniye kadar yavaşlamaktadır.Dünya ve Ay sist",300,14640,14940
62,"un korunumu nedeniyle Ay'ın yarı büyük ekseninin artmasıyla birlikte Dünya'nın dönüşü yüzyılda 0,002 saniye kadar yavaşlamaktadır.Dünya ve Ay sistemi bazen gezegen-uydu sistemi olarak değil de çifte gezegen sistemi olarak değerlendirilir. Bunun nedeni Ay'ın çevresinde döndüğü gezegene göre oldukça büyük olan boyutlarıdır. Ay'ın çapı Dünya'nın dörtte biri, kütlesi de 1/81'idir. Ancak sistemin orta kütle merkezi yeryüzünün 1.700 km; yani Dünya yarıçapının dörtte biri kadar altında olması nedeniyle bu görüş bazıları tarafından eleştirilmektedir. Ay yüzeyi Dünya'nın onda birinden azdır ve Dünya'nın kara alanının yaklaşık dörtte biri kadardır.  1997'de asteroit 3753 Cruithne'nin Dünya ile bağlantılı olağandışı bir atnalı yörünge üzerinde olduğu bulund",300,14880,15180
63,"ının yaklaşık dörtte biri kadardır.  1997'de asteroit 3753 Cruithne'nin Dünya ile bağlantılı olağandışı bir atnalı yörünge üzerinde olduğu bulundu. Ancak gök bilimciler bu asteroidi Dünya'nın ikinci doğal uydusu olarak kabul etmemektedir; çünkü yörüngesi uzun dönemde kararlı değildir. Daha sonra Cruithne ile benzer yörüngede bulunan Dünya'ya yakın üç asteroit daha bulunmuştur: (54509) 2000 PH5, (85770) 1998 UP1 ve 2002 AA29.Gelgit Dünya üzerinde okyanuslarda görülen gelgit Ay kütleçekiminin etkisiyle oluşur. Kütleçekimsel gelgit kuvvetlerinin oluşmasının sebebi Dünya'nın Ay karşısında bulunan yüzünün merkezine ve arka yüzüne göre Ay'ın kütleçekiminden daha fazla etkilenmesidir. Kütleçekimsel gelgit, okyanusları Dünya'nın merkezinde olduğu",300,15120,15420
